E_number,Additive_name,Country,Status,Ban_or_Restriction_Date,Reason,Regulatory_authority,Category,Banned_In_Countries,Additive_Name,Ban_Date,Region,E_Number,INS_Code,Functional_Class,India_Status,EU_Status,US_Status,Canada_Status,Japan_Status,Australia_Status,Ban_Reason,Scientific_Concern,Risk_Level
E553,Magnesium Silicate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E553,Magnesium Silicate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E621,MSG,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E621,MSG,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E621,MSG,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E622,Monopotassium Glutamate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E622,Monopotassium Glutamate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E622,Monopotassium Glutamate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E623,Calcium Glutamate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E623,Calcium Glutamate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E623,Calcium Glutamate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E624,Monoammonium Glutamate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E624,Monoammonium Glutamate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E624,Monoammonium Glutamate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E625,Magnesium Glutamate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E625,Magnesium Glutamate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E625,Magnesium Glutamate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E627,Disodium Guanylate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E627,Disodium Guanylate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E627,Disodium Guanylate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E631,Disodium Inosinate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E631,Disodium Inosinate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E631,Disodium Inosinate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E635,Disodium 5-Ribonucleotides,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E635,Disodium 5-Ribonucleotides,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E635,Disodium 5-Ribonucleotides,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E950,Acesulfame K,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E950,Acesulfame K,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E950,Acesulfame K,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E951,Aspartame,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E951,Aspartame,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E951,Aspartame,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E952,Cyclamate,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E952,Cyclamate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E952,Cyclamate,USA,Banned,1969-10-18,Bladder cancer risk (Cyclamate),FDA,,,,,,,,,Banned,,,,,,Bladder cancer risk (Cyclamate),,Low
E954,Saccharin,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E954,Saccharin,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E954,Saccharin,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E955,Sucralose,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E955,Sucralose,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E955,Sucralose,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E960,Steviol Glycosides,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E960,Steviol Glycosides,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E960,Steviol Glycosides,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E924,Potassium Bromate,India,Banned,2016-05-23,Carcinogenic (Potassium Bromate),FSSAI,,,,,,,,,Banned,,,,,,Carcinogenic (Potassium Bromate),,High
E924,Potassium Bromate,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E924,Potassium Bromate,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E128,Red 2G,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E128,Red 2G,EU,Banned,2007-07-01,Carcinogenic risk (Red 2G),EFSA,,,,,,,,,Banned,,,,,,Carcinogenic risk (Red 2G),,High
E128,Red 2G,USA,Permitted,,,FDA,,,,,,,,,Permitted,,,,,,,,Low
E123,Amaranth,India,Permitted,,,FSSAI,,,,,,,,,Permitted,,,,,,,,Low
E123,Amaranth,EU,Permitted,,,EFSA,,,,,,,,,Permitted,,,,,,,,Low
E123,Amaranth,USA,Banned,1976-01-01,Carcinogenic risk (Amaranth),FDA,,,,,,,,,Banned,,,,,,Carcinogenic risk (Amaranth),,High
FSSAI Prohibited,Synthetic Additive SA-501,India,Banned in India,2020-05-28,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-502,India,Banned in India,2008-03-09,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-503,India,Banned in India,2015-01-20,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-504,India,Banned in India,2024-06-08,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-505,India,Banned in India,2023-10-29,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-506,India,Banned in India,2004-11-09,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-507,India,Banned in India,2023-06-12,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-508,India,Banned in India,2017-06-22,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-509,India,Banned in India,2005-05-26,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-510,India,Banned in India,2006-09-12,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-511,India,Banned in India,2017-12-22,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-512,India,Banned in India,2001-02-26,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-513,India,Banned in India,2012-10-24,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-514,India,Banned in India,2000-06-15,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-515,India,Banned in India,2005-02-09,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-516,India,Banned in India,2017-03-19,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-517,India,Banned in India,2004-08-22,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-518,India,Banned in India,2013-11-26,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-519,India,Banned in India,2008-11-30,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-520,India,Banned in India,2001-04-24,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-521,India,Banned in India,2002-01-03,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-522,India,Banned in India,2006-04-02,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-523,India,Banned in India,2018-05-07,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-524,India,Banned in India,2010-11-10,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-525,India,Banned in India,2004-10-15,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-526,India,Banned in India,2007-01-21,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-527,India,Banned in India,2011-05-04,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-528,India,Banned in India,2020-09-03,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-529,India,Banned in India,2022-02-11,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-530,India,Banned in India,2022-02-07,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-531,India,Banned in India,2008-11-13,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-532,India,Banned in India,2024-03-03,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-533,India,Banned in India,2013-10-15,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-534,India,Banned in India,2003-02-16,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-535,India,Banned in India,2013-05-30,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-536,India,Banned in India,2005-06-18,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-537,India,Banned in India,2016-03-06,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-538,India,Banned in India,2023-04-24,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-539,India,Banned in India,2017-09-13,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-540,India,Banned in India,2010-10-15,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-541,India,Banned in India,2014-07-21,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-542,India,Banned in India,2000-04-27,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-543,India,Banned in India,2012-05-27,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-544,India,Banned in India,2016-05-16,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-545,India,Banned in India,2001-04-28,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-546,India,Banned in India,2019-08-09,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-547,India,Banned in India,2010-09-06,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-548,India,Banned in India,2008-07-23,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-549,India,Banned in India,2022-03-04,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-550,India,Banned in India,2005-04-22,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-551,India,Banned in India,2007-04-20,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-552,India,Banned in India,2019-07-02,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-553,India,Banned in India,2007-05-22,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-554,India,Banned in India,2004-05-02,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-555,India,Banned in India,2002-05-16,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-556,India,Banned in India,2005-06-05,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-557,India,Banned in India,2012-12-20,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-558,India,Banned in India,2014-05-03,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-559,India,Banned in India,2003-06-25,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-560,India,Banned in India,2001-03-24,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-561,India,Banned in India,2015-01-26,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-562,India,Banned in India,2005-07-23,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-563,India,Banned in India,2009-02-01,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-564,India,Banned in India,2008-12-14,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-565,India,Banned in India,2014-11-29,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-566,India,Banned in India,2007-07-23,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-567,India,Banned in India,2001-04-25,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-568,India,Banned in India,2009-11-23,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-569,India,Banned in India,2007-04-01,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-570,India,Banned in India,2006-02-08,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-571,India,Banned in India,2000-10-27,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-572,India,Banned in India,2015-02-11,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-573,India,Banned in India,2008-08-31,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-574,India,Banned in India,2024-04-01,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-575,India,Banned in India,2005-06-01,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-576,India,Banned in India,2020-02-29,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-577,India,Banned in India,2018-12-16,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-578,India,Banned in India,2023-01-13,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-579,India,Banned in India,2000-08-12,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-580,India,Banned in India,2003-12-14,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-581,India,Banned in India,2024-06-15,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-582,India,Banned in India,2018-06-12,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-583,India,Banned in India,2016-02-23,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-584,India,Banned in India,2022-05-15,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-585,India,Banned in India,2018-07-17,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-586,India,Banned in India,2000-02-27,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-587,India,Banned in India,2011-08-14,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-588,India,Banned in India,2024-07-16,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-589,India,Banned in India,2017-12-02,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-590,India,Banned in India,2008-02-06,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-591,India,Banned in India,2022-12-29,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-592,India,Banned in India,2001-08-29,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-593,India,Banned in India,2020-09-20,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-594,India,Banned in India,2000-12-25,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-595,India,Banned in India,2005-07-12,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-596,India,Banned in India,2001-05-20,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-597,India,Banned in India,2023-10-18,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-598,India,Banned in India,2017-08-15,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-599,India,Banned in India,2007-03-12,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-600,India,Banned in India,2009-08-20,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-601,India,Banned in India,2005-10-13,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-602,India,Banned in India,2012-12-26,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-603,India,Banned in India,2011-01-16,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-604,India,Banned in India,2022-01-31,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-605,India,Banned in India,2015-08-20,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-606,India,Banned in India,2006-06-13,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-607,India,Banned in India,2006-01-01,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-608,India,Banned in India,2023-08-24,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-609,India,Banned in India,2015-08-01,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-610,India,Banned in India,2008-08-17,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-611,India,Banned in India,2000-02-10,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-612,India,Banned in India,2007-03-28,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-613,India,Banned in India,2020-10-16,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-614,India,Banned in India,2011-09-12,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-615,India,Banned in India,2005-09-14,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-616,India,Banned in India,2005-01-04,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-617,India,Banned in India,2022-04-17,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-618,India,Banned in India,2009-09-17,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-619,India,Banned in India,2019-10-05,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
